ObjectID,Site Name,EPA ID,Site ID,Region,Address,State,County,City,ZIP,Latitude,Longitude,Site NPL Status,Ready for Anticipated Use Status,Construction Complete,Site Name Alias,Snapshot,Site Background,In Opportunity Zone,Near Railroad,Near Highway,Near Electric Transmission Line,Population Density,Acres,Is the Site in Reuse?,Reuse Plan Name,Reuse Plan URL,Link to Site Snapshot,Most Recent Reuse-Related Document,Link to Document,x,y
268,CAPE FEAR WOOD PRESERVING,NCD003188828,0402634,4,REILLY RD,NC,CUMBERLAND,FAYETTEVILLE,28303,35.04945,-79.020839,Currently on the Final NPL,Does Not Meet the Measure,Yes,"CAPE FEAR WOOD PRESERVING, CAPE FEAR WOOD PRESERVING",,"The 9-acre Cape Fear Wood Preserving Superfund site is located in Fayetteville, North Carolina. The site includes the area where Cape Fear Wood Preserving Company operated a wood-preserving facility from 1953 to 1983.
EPA placed the site on the Superfund ",No,Yes - 1/2 mile,Yes - 1 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",7.4058644877,No,,,,,,-8796559.5595,4170603.2337
269,CAPITOL LAKES,LAD980869440,0600622,6,NEAR INTERSTATE 110 AND CAPITOL LAKE DRIVE,LA,EAST BATON ROUGE,BATON ROUGE,70802,30.460524,-91.184992,Currently on the Final NPL,,No,"CAPITOL LAKE, CAPITOL LAKE",,"The Capitol Lakes were originally part of a natural drainage system called Grassie Bayou. Grassie Bayou was contiguous with the Mississippi River until the early 20th century, when it was dammed creating the lake system. Because there is no natural outlet",Completely Within,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,,,No,,,,,,-10150666.8774,3562884.3282999992
270,CAPTAIN JACK MILL,COD981551427,0800892,8,93 California Gulch Road,CO,BOULDER,WARD,80481,40.061319,-105.507611,Currently on the Final NPL,Does Not Meet the Measure,No,CAPTAIN JACK MILL,,"The Captain Jack Mill site is located at the headwaters of upper Left Hand Creek, about 1.5 miles south of Ward, in Boulder County, Colorado. The site is in a narrow valley known as California Gulch. Mining for gold and silver in the region began in 1860 ",No,No,No,No,"Rural (less than 2,500 people)",39.72839141,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-colorado#captjack,,,-11745053.5313,4874856.994599998
271,"CAROLAWN, INC.",SCD980558316,0403388,4,S. OF SC HWY 9 ON CO. RD 841,SC,CHESTER,FORT LAWN,29714,34.686111,-80.94305,Currently on the Final NPL,Does Not Meet the Measure,Yes,"CAROLAWN, CAROLAWN, INC, CAROLAWN, INC.",,"The 60-acre Carolawn, Incorporated Superfund site located at 5093 Morrison Road in Fort Lawn, South Carolina. The site includes a 3-acre fenced area and an undeveloped woodland area north of the fenced area. The Lancaster & Chester Railroad and County Roa",No,Yes - 1/2 mile,No,Yes - 1 mile,"Rural (less than 2,500 people)",75.679236743,Yes,,,,,,-9010539.1093,4121306.276799999
272,CAROLINA TRANSFORMER CO.,NCD003188844,0402635,4,1416 MIDDLE RIVER LOOP,NC,CUMBERLAND,FAYETTEVILLE,28301,35.063331,-78.845,Currently on the Final NPL,Meets the Measure,Yes,"CAROLINA TRANSFORMER, CAROLINA TRANSFORMER CO, CAROLINA TRANSFORMER CO.","The 5-acre Carolina Transformer Co. Superfund site is in Fayetteville, North Carolina. From 1967 to 1982, the Carolina Transformer Company rebuilt and repaired electrical transformers on-site. Community concerns about illegal waste disposal led EPA to in","The 5-acre Carolina Transformer Company Superfund site is located in Fayetteville, North Carolina. The site includes an area where the Carolina Transformer Company (CTC) operated a rebuilding and repair facility from 1967 to 1982.
EPA placed the site on t",No,No,Yes - 1 mile,Yes - 1/2 mile,"Rural (less than 2,500 people)",4.5782435798,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-north-carolina#carolina,,,-8776985.2516,4172490.908
273,CARPENTER SNOW CREEK MINING DISTRICT,MT0001096353,0801507,8,NO SPECIFIC ADDRESS,MT,CASCADE,NEIHART,59465,46.956312,-110.709797,Currently on the Final NPL,Does Not Meet the Measure,No,"BIG SEVEN MINE, CARPENTER AND SNOW CREEK MINING COMPLEX, CARPENTER SNOW CREEK MINING DISTRICT, CARPENTER SNOW CREEK MINING DISTRICT, SILVER DYKE MINE",,"The 9,000-acre Carpenter Snow Creek Mining District site is located in the Little Belt Mountains of southern Cascade County, Montana. The site includes mine tailings, waste rock and mine-influenced waters due to many inactive and abandoned mines. EPA has ",No,No,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",9907.9123361,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-montana#carpenter,,,-12324158.2279,5934945.991999999
274,CARRIER AIR CONDITIONING CO.,TND044062222,0403684,4,97 S BYHALIA RD,TN,SHELBY,COLLIERVILLE,38017,35.043331,-89.690411,Currently on the Final NPL,Does Not Meet the Measure,Yes,"CARRIER AIR CONDITIONING CO, CARRIER AIR CONDITIONING CO, CARRIER AIR CONDITIONING CO.","The 135-acre Carrier Air Conditioning Co. Superfund site is in Collierville, Tennessee. Starting in 1967, Carrier Air Conditioning Company made air conditioning units on-site. The process used solvents to degrease metal parts. The company put wastewater ","The 135-acre Carrier Air Conditioning Company Superfund site is located in Collierville, Tennessee, 21-miles east of downtown Memphis. The site is near the intersection of U.S. Highway 72 and Byhalia Road.
The Carrier Corporation has operated a manufactur",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",106.10105353,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-tennessee#carrier,,,-9984290.8816,4169771.2141000032
275,CARROLL & DUBIES SEWAGE DISPOSAL,NYD010968014,0201492,2,CANAL STREET,NY,ORANGE,PORT JERVIS,12771,41.3942,-74.6681,Currently on the Final NPL,Meets the Measure,Yes,"CARROL & DUBIES, CARROLL & DUBIES SEWAGE DISPOSAL","The Carroll & Dubies Sewage Disposal Superfund site is in Deerpark, New York. The 3-acre area includes parcels of land owned by the city of Port Jervis and the site’s potentially responsible parties (PRPs). Operators disposed of septic and municipal sewa","The Carroll & Dubies Sewage Disposal site is located northeast of Port Jervis, in Deerpark, New York. The 3-acre site is a former septic and industrial waste disposal facility where wastes were deposited into seven unlined lagoons. The disposal operations",No,No,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",10.58088055,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-new-york#carroll,,,-8312014.8705,5070661.106600001
276,CARSON RIVER MERCURY SITE,NVD980813646,0903020,9,River from Mexican Dam to terminal wetlands,NV,LYON,DAYTON,89401,39.23195,-119.5892,Currently on the Final NPL,Does Not Meet the Measure,No,"BCB PROPERTIES, BCB PROPERTY, CARSON RIVER MERCURY SITE, CARSON RIVER MERCURY SITE, DAYTON MERCURY SITE, DAYTON MINI MART SITE, DAYTON NEVADA MERCURY, DAYTON NV MERCURY SITE, DAYTON NV MERCURY SITE (MINI MART), S & S MINI MART",,"In 1859, miners discovered large natural deposits of gold and silver, also known as the Comstock Lode, in Carson City, Virginia City, and Dayton, Nevada. Miners used mercury to process gold and silver ore at approximately 236 mills. Over time, this mining",No,No,No,No,"Urban Cluster (2,500-50,000 people)",209885.99888,Yes,Reuse Assessment,https://semspub.epa.gov/src/document/HQ/100003347,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-nevada#carson,CARSON RIVER MERCURY SITE 2022 Fact Sheet,https://semspub.epa.gov/src/document/HQ/100003162,-13312608.8484,4754951.0898
277,"CARTER INDUSTRIALS, INC.",MID980274179,0502729,5,4690 HUMBOLDT,MI,WAYNE,DETROIT,48208,42.345281,-83.091669,Deleted from the Final NPL,Meets the Measure,Yes,"CARTER IND INC, CARTER INDUSTRIALS INC, CARTER INDUSTRIALS, INC, CARTER INDUSTRIALS, INC, CARTER INDUSTRIALS, INC., CARTER SALVAGE CORP","The 3.5-acre Carter Industrials, Inc. Superfund site is in Detroit, Michigan. From 1966 to 1986, Carter Industrials, Inc. ran storage and salvage facilities for scrap metal, electrical capacitors and transformers.  During salvage operations at the site, ","The 3.5-acre Carter Industrials site is located in Detroit, Michigan. From 1966 to 1986, the facility supported storage and salvage operations. Spills, runoff and wind-blown dust contaminated soil and debris, about 1.25 miles of combined sewers, and sever",No,Yes - 1/2 mile,Yes - 1/2 mile,No,"Urban Area (50,000+ people)",5.3528605067,Yes,,,,,,-9249722.2822,5212842.010899998
278,CARTER LEE LUMBER CO.,IND016395899,0501376,5,1621 WEST WASHINGTON STREET,IN,MARION,INDIANAPOLIS,46222,39.7654,-86.1918,Deleted from the Final NPL,Meets the Measure,Yes,"CARTER LEE LUMBER CO, CARTER LEE LUMBER CO, CARTER LEE LUMBER CO.","The 4-acre Carter Lee Lumber Co. Superfund site is in Indianapolis, Indiana. The Carter Lee Lumber Company acquired the site property in 1979 for lumber storage. The Penn Central Corporation previously owned the area. From 1960 to 1973, several commercia","The 4-acre Carter Lee Lumber Company site is located in Marion County, Indiana. Carter Lee Lumber Company acquired the site property in 1979 for lumber storage. Penn Central Corporation previously owned the site. From 1960 to 1973, several commercial and ",Completely Within,Yes - 1/2 mile,Yes - 1 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",8.8033241311,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-indiana#carter,,,-9594827.2866,4831909.182700001
279,CASCADE LANDFILL,FLD984169177,0405171,4,INTERSECTION OF GADSDEN ST. & RR TRACKS,FL,LEON,TALLAHASSEE,32301,30.4325,-84.279167,Not on the NPL,Does Not Meet the Measure,No,,,,Completely Within,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",,Yes,,,,,,-9381913.9549,3559265.713200003
280,CASCADE PARK GASIFICATION PLANT,FLD981931959,0404729,4,INTERSECTION OF GADSDEN/BLOXHAM,FL,LEON,TALLAHASSEE,32301,30.499722,-84.278611,Not on the NPL,Does Not Meet the Measure,No,CASCADE PARK GASIFICATION PLANT,"The 10-acre Cascade Park Gasification Plant site is in Tallahassee, Florida. From 1895 until the mid-1950s, the city of Tallahassee (the city) ran a manufactured gas plant (MGP) on-site. The MGP turned coal into gas to provide light and heat for city res","The 10-acre Cascade Park Gasification Plant and Landfill Superfund Alternative Site is located south of Bloxham Street and east of South Monroe Street in downtown Tallahassee, Florida.  The manufactured gas plant (MGP) operated between 1890 and the late 1",Partially Within,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",22.792985463,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-florida#cascade,CASCADE PARK GASIFICATION PLANT 2023 Economic Case Study,https://semspub.epa.gov/src/document/HQ/100003364,-9381852.0613,3567947.5393999964
281,CASMALIA RESOURCES,CAD020748125,0901257,9,3300 NTU ROAD,CA,SANTA BARBARA,CASMALIA,93429,34.863125,-120.544303,Currently on the Final NPL,Does Not Meet the Measure,No,"CASMALIA DISPOSAL CO, CASMALIA DISPOSAL CO., CASMALIA RESOURCES, CASMALIA RESOURCES",,"The Casmalia Resources Superfund Site is an inactive, 252-acre commercial hazardous waste treatment, storage and disposal facility in Northern Santa Barbara County, CA. 
EPA has continued work with resonsible parties and stakeholders to implement a phased",Completely Within,Yes - 1 mile,No,No,"Rural (less than 2,500 people)",252.40122534,No,,,,,,-13418930.428,4145295.900399998
282,CASTLE AIR FORCE BASE (6 AREAS),CA3570024551,0902751,9,CASTLE AFB,CA,MERCED,MERCED,95342,37.367361,-120.5636,Currently on the Final NPL,Meets the Measure,Yes,"CASTLE AIR FORCE BASE, CASTLE AIR FORCE BASE (38 SITES), CASTLE AIR FORCE BASE (6 AREAS), CASTLE AIRPORT",,"The 2,777-acre former Castle Air Force Base (CAFB) was originally the location of an aircrew training facility. Wastes generated were disposed of on site from 1941 until 1977, and the base was officially closed in 1995. Facility operations contaminated so",Partially Within,Yes - 1/2 mile,Yes - 1 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",2991.5485766,Yes,,,,,,-13421078.5602,4490436.626199998
283,CAYUGA GROUNDWATER CONTAMINATION SITE,NYN000204289,0204289,2,STATE ROUTE 326,NY,CAYUGA,UNION SPRINGS,13160,42.880556,-76.6425,Currently on the Final NPL,Does Not Meet the Measure,No,"CAYUGA COUNTY GROUND WATER CONTAMINATION, CAYUGA COUNTY GROUNDWATER CONTAMINATION SITE, CAYUGA GROUNDWATER CONTAMINATION, UNION SPRINGS CONTAMINATION, UNION SPRINGS WELLS","The Cayuga Groundwater Contamination Site Superfund site includes a plume of groundwater contamination in Cayuga County, New York. From 1951 to 1986, the General Electric Company (GE) ran a semiconductor manufacturing facility at the former Powerex Facil","The Cayuga Groundwater Contamination site includes contaminated groundwater that covers about 4.8 square miles extending from Auburn to Union Springs, New York. It includes the townships of Aurelius, Fleming and Springport. The site contains mostly reside",No,Yes - 1 mile,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",4762.7586741,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-new-york#cayuga,,,-8531804.0731,5293808.887800001
284,CECIL LINDSEY,ARD980496186,0600151,6,SEC 32 T12N R2W,AR,JACKSON,NEWPORT,72112,35.6349,-91.2255,Deleted from the Final NPL,Meets the Measure,Yes,"CECIL LINDSEY, CECIL LINDSEY SITE, DIAZ CITY OF DUMP",,"BackgroundThe 5.2-acre Cecil Lindsey site is located in Newport, Arkansas. A salvage and waste disposal facility operated on site from the early 1970s to 1980. Later, the community of Diaz used part of the site as a municipal dump. Disposal of industrial ",No,No,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",8.8579510377,No,,,,,,-10155176.2074,4250499.770300001
285,CEDAR CHEMICAL CORPORATION,ARD990660649,0600295,6,49 PHILLIPS ROAD 311 (HIGHWAY 242 SOUTH),AR,PHILLIPS,WEST HELENA,72342,34.518611,-90.6525,Currently on the Final NPL,Does Not Meet the Measure,No,"CEDAR CHEMICAL CORPORATION, CEDAR CHEMICAL/VERTAC",,"Background
The 48-acre Cedar Chemical Corporation site is located in West Helena, Arkansas. The site is within Helena-West Helena Industrial Park and includes six former production units, support facilities and an office. Operations began at the site in 1",No,Yes - 1/2 mile,No,No,"Rural (less than 2,500 people)",47.505178672,No,,,,,,-10091390.1391,4098653.216600001
286,CEDAR CREEK,WID988590261,0506429,5,INTER.  OF COLUMBIA RD & CEDAR CREEK,WI,OZAUKEE,CEDARBURG,53012,43.321944,-87.986944,Not on the NPL,Does Not Meet the Measure,No,CEDARVILLE DAMS,,The Cedar Creek site is in the historic city and township of Cedarburg (Ozaukee County) in southeastern Wisconsin in a suburban residential area north of Milwaukee. The entire site consists of Mercury Marine's Plant 2 and the segment of Cedar Creek from b,No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",419.8777702,No,,,,,,-9794661.8025,5361104.099399999
287,"CEDARTOWN INDUSTRIES, INC.",GAD095840674,0401627,4,404 S. FURNACE STREET,GA,POLK,CEDARTOWN,30125,34.0082,-85.2636,Deleted from the Final NPL,Meets the Measure,Yes,"CEDARTOWN INDUSTRIES INC, CEDARTOWN INDUSTRIES, INC, CEDARTOWN INDUSTRIES, INC., CEDARTOWN INDUSTRIES, INC.","The 7-acre Cedartown Industries, Inc. Superfund site is in Cedartown, Georgia. Iron ore smelting operations began on-site in the 1870s. Production of plows and pumps began in the 1930s. From 1978 to 1980, secondary lead smelting took place on-site. In 19","The 7-acre Cedartown Industries, Inc. Superfund site is located at 404 South Furnace Street in Cedartown, Georgia, 60-miles northwest of Atlanta. Site features include an office building, a truck maintenance building and the former foundry building’s foun",Completely Within,Yes - 1 mile,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",12.534686669,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-georgia#cedartown,,,-9491500.5352,4029903.138899997
288,CEDARTOWN MUNICIPAL LANDFILL,GAD980495402,0401660,4,WEST OF N. TENTH ST AND GIRARD AVE,GA,POLK,CEDARTOWN,30125,34.015969,-85.282639,Deleted from the Final NPL,Meets the Measure,Yes,"CEDARTOWN MUNICIPAL LANDFILL, CEDARTOWN MUNICIPAL LANDFILL, CEDARTOWN MUNICIPAL LANDFILL","The 94-acre Cedartown Municipal Landfill Superfund site is in Cedartown, Georgia. A municipal landfill was on-site from about 1960 to 1979. It accepted municipal and industrial wastes. Waste disposal practices led to groundwater, surface water and solid ","The 94-acre Cedartown Municipal Landfill Superfund site is located in Cedartown, Georgia. The site includes the area where a mine and then a municipal landfill operated from the 1880s to 1979.
The U.S. Environmental Protection Agency (EPA) placed the site",No,No,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",90.802515654,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-georgia#cedartown,,,-9493619.947,4030946.474299997
289,CELANESE CORP. (SHELBY FIBER OPERATIONS),NCD003446721,0402687,4,HWY 198,NC,CLEVELAND,SHELBY,28150,35.208889,-81.528339,Currently on the Final NPL,Meets the Measure,Yes,"CELANESE CORP SHELBY FIBER OPERATIONS, CELANESE CORP. (SHELBY FIBER OPERATIONS), FIBER INDUSTRIES INC","The 450-acre Celanese Corp. (Shelby Fibers Operation) Superfund site is in Shelby, North Carolina. The Celanese Corporation (Celanese) ran a plant on-site. It made filament thread and polyester staples for apparel and bedding products. Starting in the 19","The 450-acre Celanese Shelby Fiber Operations Superfund site is located in Shelby, North Carolina. The Site includes the area where the Celanese Corporation (Celanese) has operated a manufacturing facility since 1960.
EPA placed the site on the Superfund ",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",423.23211886,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-north-carolina#celanese,,,-9075693.1827,4192304.6833000034
290,CELTOR CHEMICAL WORKS,CAD980638860,0901938,9,BETW NORTON FLD & TRINITY RIV,CA,HUMBOLDT,HOOPA,95546,41.1027,-123.6911,Deleted from the Final NPL,Does Not Meet the Measure (Retracted),Yes,"CELTOR CHEMICAL WORKS, HOOPA VALLEY INDIAN RESERVATION",,"The 26-acre Celtor Chemical Works site, located in the central Hoopa Valley Indian Reservation, is the location of a former ore concentrating facility that processed sulfide ore. The mill was in operation from 1960-1962 and processed ore from the nearby C",Completely Within,No,No,No,"Rural (less than 2,500 people)",,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-california#celtor,,,-13769230.2677,5027501.7124999985
